"","hgnc_symbol","entrezgene"
"12759","RBBP7",5931
"12760","FAM20B",9917
"12761","ARG1",383
"12762","PRUNE1",58497
"12763","SSX2",6757
"12764","FANCD2OS",115795
"12765","MICALL1",85377
"12766","MAPKAPK5-AS1",51275
"12767","DLG1",1739
"12768","VPREB1",7441
"12769","",11026
"12770","PAPD7",11044
"12771","SLC25A1",6576
"12772","PLA2G10",8399
"12773","SNTB2",6645
"12774","TMEM198",130612
"12775","CLCA1",1179
"12776","FUBP1",8880
"12777","GID4",79018
"12778","CLOCK",9575
"12779","",93429
"12780","ARHGEF12",23365
"12781","IL17RE",132014
"12782","QRSL1",55278
"12783","RAD1",5810
"12784","DSCR10",259234
"12785","GZMH",2999
"12786","ADAMTS16",170690
"12787","CHST2",9435
"12788","NAA11",84779
"12789","KIAA0319",9856
"12790","TSPAN4",7106
"12791","MAPKBP1",23005
"12792","GPR176",11245
"12793","LINC00298",339788
"12794","DLGAP5",9787
"12795","PPEF1",5475
"12796","LMO7",4008
"12797","PLA2G12A",81579
"12798","ACE",1636
"12799","SERPINC1",462
"12800","CYP11A1",1583
"12801","DEPDC1",55635
"12802","PHKG1",5260
"12803","LEMD2",221496
"12804","EMB",133418
"12805","OR7E24",26648
"12806","CACNA2D3",55799
"12807","LRRN1",57633
"12808","GINS3",64785
"12809","GAST",2520
"12810","PPY2P",23614
"12811","YES1",7525
"12812","ARID3B",10620
"12813","RAD23B",5887
"12814","TRIM51",84767
"12815","TNNC1",7134
"12816","SLC28A1",9154
"12817","SLC26A4",5172
"12818","SLC1A5",6510
"12819","FAM58A",92002
"12820","NLRC3",197358
"12821","OR56B1",387748
"12822","PROM1",8842
"12823","SHC3",53358
"12824","ECHDC3",79746
"12825","KAT6A",7994
"12826","PGA4",643847
"12827","CUL3",8452
"12828","RFXANK",8625
"12829","HMSD",284293
"12830","INO80C",125476
"12831","ZNF835",90485
"12832","EVI2B",2124
"12833","WDR35",57539
"12834","ZDHHC14",79683
"12835","SLC45A2",51151
"12836","SLC7A3",84889
"12837","SHTN1",57698
"12838","C14orf37",145407
"12839","GMFG",9535
"12840","LY86",9450
"12841","AOC1",26
"12842","ART5",116969
"12843","TRUB1",142940
"12844","SOX6",55553
"12845","IDH2",3418
"12846","TTC22",55001
"12847","PSMC1",5700
"12848","TNFAIP8L3",388121
"12849","SLC47A1",55244
"12850","RASSF2",9770
"12851","MOCS2",4338
"12852","CSTF3",1479
"12853","FREM2",341640
"12854","TGDS",23483
"12855","DTWD2",285605
"12856","FAM65A",79567
"12857","NEURL1B",54492
"12858","CLECL1",160365
"12859","CCL26",10344
"12860","TMEM255B",348013
"12861","PRKDC",5591
"12862","CLEC4D",338339
"12863","FAM83B",222584
"12864","TYMS",7298
"12865","PEX2",5828
"12866","ZCCHC11",23318
"12867","RNPC3",55599
"12868","RCCD1",91433
"12869","TRPM7",54822
"12870","NOX3",50508
"12871","PALM2",114299
"12872","RASA1",5921
"12873","CCDC39",339829
"12874","CLCN6",1185
"12875","COL5A1",1289
"12876","ANKFN1",162282
"12877","PDP2",57546
"12878","RRAD",6236
"12879","CDK2AP2",10263
"12880","RNASE9",390443
"12881","KCTD1",284252
"12882","FAU",2197
"12883","WDFY3",23001
"12884","ARIH1",25820
"12885","TNFSF18",8995
"12886","KRCC1",51315
"12887","MORC3",23515
"12888","TOM1L1",10040
"12889","TECPR1",25851
"12890","FRMD6",122786
"12891","ENPP3",5169
"12892","EMC3",55831
"12893","IL18RAP",8807
"12894","METTL10",399818
"12895","ZBTB49",166793
"12896","PGK2",5232
"12897","TSHR",7253
"12898","BCAR1",9564
"12899","DNTTIP1",116092
"12900","IDNK",414328
"12901","HBB",3043
"12902","CENPO",79172
"12903","CDH5",1003
"12904","PRM3",58531
"12905","SGMS1",259230
"12906","GART",2618
"12907","SPESP1",246777
"12908","HERC6",55008
"12909","ASTN1",460
"12910","STMN4",81551
"12911","DSTN",11034
"12912","GRPR",2925
"12913","",51617
"12914","DAPK3",1613
"12915","ARL4A",10124
"12916","USP9X",8239
"12917","TYW5",129450
"12918","KRT33A",3883
"12919","AFG3L2",10939
"12920","COQ2",27235
"12921","ANP32A",8125
"12922","NFKBID",84807
"12923","QPCTL",54814
"12924","CCNO",10309
"12925","MTFR1L",56181
"12926","SLC30A7",148867
"12927","CLYBL",171425
"12928","TTTY6",84672
"12929","TTTY6",441543
"12930","DNAJC1",64215
"12931","CPOX",1371
"12932","CASQ1",844
"12933","FAM213B",127281
"12934","DPM2",8818
"12935","SUPT20H",55578
"12936","CCDC88B",283234
"12937","SF3A3",10946
"12938","ANXA7",310
"12939","MAP3K14-AS1",100133991
"12940","SLC18B1",116843
"12941","PTGER4",5734
"12942","SAP18",10284
"12943","NCAPH",23397
"12944","GDPD5",81544
"12945","CAST",831
"12946","MSLN",10232
"12947","FOXD4L3",286380
"12948","PCCA",5095
"12949","TNFRSF17",608
"12950","OR1K1",392392
"12951","JCHAIN",3512
"12952","SLC51A",200931
"12953","NAT10",55226
"12954","RAC3",5881
"12955","PSENEN",55851
"12956","LINC00301",283197
"12957","CLDN10",9071
"12958","ZNF467",168544
"12959","RAB11FIP5",26056
"12960","SMYD1",150572
"12961","OR1M1",125963
"12962","SLC22A1",6580
"12963","CCDC153",283152
"12964","GULP1",51454
"12965","GH2",2689
"12966","CFAP73",387885
"12967","KIAA0141",9812
"12968","STEAP1",26872
"12969","TEX11",56159
"12970","TUBGCP3",10426
"12971","CYP26C1",340665
"12972","SLC25A11",8402
"12973","SKI",6497
"12974","CELF5",60680
"12975","MAP4K3",8491
"12976","DSG1",1828
"12977","DEFB106A",245909
"12978","EFS",10278
"12979","ATP5G1",516
"12980","WNT6",7475
"12981","KTI12",112970
"12982","CDK9",1025
"12983","ACTG1",71
"12984","CAB39",51719
"12985","MLPH",79083
"12986","HNRNPA3",220988
"12987","ANKRD16",54522
"12988","GADD45A",1647
"12989","MIDN",90007
"12990","DHX29",54505
"12991","GLI2",2736
"12992","P2RY1",5028
"12993","WBP4",11193
"12994","PRR35",146325
"12995","CYB5R3",1727
"12996","ZSCAN26",7741
"12997","LCN2",3934
"12998","AMHR2",269
"12999","MIER3",166968
"13000","OR6X1",390260
"13001","KRT10",3858
"13002","FAM183A",440585
"13003","ACTR1A",10121
"13004","ISM1",140862
"13005","USP54",159195
"13006","SPRN",503542
"13007","C19orf25",148223
"13008","RARRES1",5918
"13009","",23766
"13010","VAMP2",6844
"13011","ZNF282",8427
"13012","",400710
"13013","FIBP",9158
"13014","LCNL1",401562
"13015","ZNF438",220929
"13016","PGF",5228
"13017","HIST2H2BF",440689
"13018","SP8",221833
"13019","SKIL",6498
"13020","FGF20",26281
"13021","LCMT2",9836
"13022","CNNM3",26505
"13023","EPB41",2035
"13024","NFYA",4800
"13025","GNAL",2774
"13026","TEX38",374973
"13027","RMND5B",64777
"13028","DCAF8",50717
"13029","BMP8A",353500
"13030","NEU2",4759
"13031","GUSBP5",441046
"13032","WDR61",80349
"13033","MRPL30",51263
"13034","BMPER",168667
"13035","STPG2",285555
"13036","PSME2",5721
"13037","CFHR2",3080
"13038","ARSA",410
"13039","LBH",81606
"13040","S100A4",6275
"13041","PLOD2",5352
"13042","RARRES2",5919
"13043","UQCR10",29796
"13044","AMDHD1",144193
"13045","THAP3",90326
"13046","DUSP10",11221
"13047","C1QA",712
"13048","CLEC4G",339390
"13049","TRIP6",7205
"13050","TMEM65",157378
"13051","F10",2159
"13052","TMEM132A",54972
"13053","ACKR1",2532
"13054","ZNF585B",92285
"13055","OR13C5",138799
"13056","HIF3A",64344
"13057","SRP14",6727
"13058","PCDHGA11",56105
"13059","TTC9B",148014
"13060","LIPI",149998
"13061","PRELID2",153768
"13062","CCDC15",80071
"13063","NIM1K",167359
"13064","FAM178B",51252
"13065","RPAP2",79871
"13066","TOE1",114034
"13067","C9orf78",51759
"13068","FOLR2",2350
"13069","MRPL23",6150
"13070","RCAN3",11123
"13071","FAM129A",116496
"13072","IKZF4",64375
"13073","CRLS1",54675
"13074","NUDT10",170685
"13075","PDE4D",5144
"13076","ZNF275",10838
"13077","CDH15",1013
"13078","NAPSA",9476
"13079","NEFH",4744
"13080","CD151",977
"13081","GJD3",125111
"13082","TMED7",51014
"13083","AGPAT4",56895
"13084","KCNJ9",3765
"13085","HOXA7",3204
"13086","SPON1",10418
"13087","SNRPD1",6632
"13088","KCNK13",56659
"13089","CNFN",84518
"13090","SIX4",51804
"13091","ARF6",382
"13092","SPAM1",6677
"13093","PER1",5187
"13094","CD74",972
"13095","HAL",3034
"13096","NIPSNAP3B",55335
"13097","CREB3",10488
"13098","EEF2KMT",196483
"13099","GBX1",2636
"13100","NFATC4",4776
"13101","FARSB",10056
"13102","TWNK",56652
"13103","NIPBL",25836
"13104","KDF1",126695
"13105","PPBP",5473
"13106","MSRA",4482
"13107","AP3S2",10239
"13108","SNTG2",54221
"13109","SHPK",23729
"13110","EXD2",55218
"13111","MXRA8",54587
"13112","CLSPN",63967
"13113","GNPDA2",132789
"13114","LINC00922",283867
"13115","RCOR3",55758
"13116","SNHG8",100093630
"13117","NHLRC4",283948
"13118","EXT1",2131
"13119","CDC40",51362
"13120","MASP2",10747
"13121","CDC37L1",55664
"13122","NICN1",84276
"13123","KIAA1522",57648
"13124","UGT2B11",10720
"13125","PMVK",10654
"13126","SEC62",7095
"13127","PLXDC1",57125
"13128","SLFN13",146857
"13129","ANKHD1",54882
"13130","TMEM9",252839
"13131","LCA5",167691
"13132","ZNF622",90441
"13133","ZNF19",7567
"13134","ZCCHC14",23174
"13135","ZNF366",167465
"13136","ACOT1",641371
"13137","ASPH",444
"13138","HSCB",150274
"13139","ABHD17A",81926
"13140","",100129066
"13141","CARD9",64170
"13142","TGM6",343641
"13143","GPC3",2719
"13144","CLK1",1195
"13145","UBE2Q2P1",388165
"13146","MAP2K2",5605
"13147","PCDHA4",56144
"13148","CHST4",10164
"13149","SLC10A5",347051
"13150","PIK3R6",146850
"13151","CGB1",114335
"13152","CCDC129",223075
"13153","KRT18P55",284085
"13154","CCDC40",55036
"13155","NQO2",4835
"13156","SPOUT1",51490
"13157","KCNJ5",3762
"13158","OR4E2",26686
"13159","DPYSL4",10570
"13160","LINC01588",283551
"13161","TCL6",27004
"13162","EPHA10",284656
"13163","SLC12A9",56996
"13164","DACH2",117154
"13165","APLNR",187
"13166","EDDM3B",64184
"13167","ATP6V0A1",535
"13168","",197003
"13169","KLHL32",114792
"13170","EIF3D",8664
"13171","ATXN1",6310
"13172","PHRF1",57661
"13173","JAK3",3718
"13174","VPS18",57617
"13175","TTLL11",158135
"13176","PLCG1",5335
"13177","CYP4F2",8529
"13178","SNX6",58533
"13179","OR2M4",26245
"13180","TRMU",55687
"13181","CDC34",997
"13182","RYR1",6261
"13183","C6orf222",389384
"13184","GLRA4",441509
"13185","CHP2",63928
"13186","PARP2",10038
"13187","XPO6",23214
"13188","TRABD",80305
"13189","PUS7L",83448
"13190","SYNPO",11346
"13191","SERPINA6",866
"13192","MED24",9862
"13193","EIF3C",8663
"13194","SLC22A13",9390
"13195","CT47B1",643311
"13196","CHRM4",1132
"13197","MMP26",56547
"13198","TCERG1L",256536
"13199","NONO",4841
"13200","CLIC2",1193
"13201","PDGFRL",5157
"13202","ZFAND2A",90637
"13203","TCL1A",8115
"13204","OR5I1",10798
"13205","FRS3",10817
"13206","WNK3",65267
"13207","OR2T33",391195
"13208","SUCLG2",8801
"13209","BDNF",627
"13210","CD276",80381
"13211","ANXA9",8416
"13212","IL17F",112744
"13213","WDR3",10885
"13214","NPPA",4878
"13215","SLC4A11",83959
"13216","SCN9A",6335
"13217","SHROOM2",357
"13218","PTDSS1",9791
"13219","MPP4",58538
"13220","TRAM2",9697
"13221","TMED2",10959
"13222","HTR3D",200909
"13223","PAG1",55824
"13224","SUN3",256979
"13225","CSF3R",1441
"13226","SCNN1B",6338
"13227","MYLK2",85366
"13228","RPL18A",6142
"13229","NUP160",23279
"13230","EML2",24139
"13231","BMP5",653
"13232","MIR9-3HG",254559
"13233","SPACA9",11092
"13234","MUC16",94025
"13235","GABRG2",2566
"13236","CEP162",22832
"13237","TMEM205",374882
"13238","MAGEA9B",728269
"13239","CACNG3",10368
"13240","RAB5B",5869
"13241","TBC1D5",9779
"13242","RHD",6006
"13243","RHD",6007
"13244","PHF23",79142
"13245","ST6GALNAC1",55808
"13246","ZNF805",390980
"13247","NCOA6",23054
"13248","MED26",9441
"13249","NAA15",80155
"13250","GON7",84520
"13251","MLX",6945
"13252","NFAM1",150372
"13253","UBE2V1",7335
"13254","",6023
"13255","ADAMTS5",11096
"13256","LDOC1L",84247
"13257","TMEM164",84187
"13258","AZIN2",113451
"13259","",729467
"13260","MMD",23531
"13261","HCAR3",8843
"13262","UBASH3B",84959
"13263","TMEM251",26175
"13264","HCAR2",338442
"13265","ACTR5",79913
"13266","RGCC",28984
"13267","PCDHB11",56125
"13268","ALG10B",144245
"13269","VWCE",220001
"13270","LCORL",254251
"13271","CDC16",8881
"13272","FAR2",55711
"13273","RASAL2-AS1",100302401
"13274","SLC26A7",115111
"13275","BMP7",655
"13276","C19orf12",83636
"13277","RAB5A",5868
"13278","MAGEB1",4112
"13279","COX7A1",1346
"13280","CMAS",55907
"13281","GAREM1",64762
"13282","RBBP8NL",140893
"13283","MFSD11",79157
"13284","SELENOI",85465
"13285","TUBB4B",10383
"13286","SRBD1",55133
"13287","SERPINA13P",388007
"13288","CREB3L2",64764
"13289","REG4",83998
"13290","TCTA",6988
"13291","CHMP1B",57132
"13292","TMEM132C",92293
"13293","POLR1E",64425
"13294","DEXI",28955
"13295","IPO8",10526
"13296","PCMTD1",115294
"13297","IMMT",10989
"13298","CIR1",9541
"13299","SLC25A3",5250
"13300","RGL4",266747
"13301","EID2B",126272
"13302","SDC4",6385
"13303","SOST",50964
"13304","MED27",9442
"13305","SYT4",6860
"13306","IVNS1ABP",10625
"13307","PAK6",56924
"13308","KIAA2026",158358
"13309","HHEX",3087
"13310","FBXO47",494188
"13311","CCDC190",339512
"13312","CRMP1",1400
"13313","BTN3A2",11118
"13314","EIF3L",51386
"13315","SLC1A6",6511
"13316","LTBR",4055
"13317","ASTE1",28990
"13318","CCL16",6360
"13319","CA11",770
"13320","RPL27",6155
"13321","TPM3",7170
"13322","TSN",7247
"13323","OSBPL9",114883
"13324","DTD1",92675
"13325","TNC",3371
"13326","COPG1",22820
"13327","UFC1",51506
"13328","PRKCB",5579
"13329","UBE2L6",9246
"13330","NFXL1",152518
"13331","C2orf57",165100
"13332","DKK1",22943
"13333","EXOSC10",5394
"13334","ATE1",11101
"13335","C2orf66",401027
"13336","TPPP3",51673
"13337","REXO2",25996
"13338","GJA5",2702
"13339","OOSP2",219990
"13340","B4GAT1",11041
"13341","PIGQ",9091
"13342","COA4",51287
"13343","NEUROD2",4761
"13344","C9orf84",158401
"13345","CYP1A1",1543
"13346","SLC14A1",6563
"13347","OTUD6A",139562
"13348","KRTAP24-1",643803
"13349","SZRD1",26099
"13350","MOAP1",64112
"13351","DDX23",9416
"13352","KDM6A",7403
"13353","",100133920
"13354","PCDHB15",56121
"13355","MAP1A",4130
"13356","DRG2",1819
"13357","B4GALT2",8704
"13358","S100Z",170591
"13359","TCF7L2",6934
"13360","CYTIP",9595
"13361","ENGASE",64772
"13362","CSNK1A1",1452
"13363","A2M",2
"13364","PRPF40A",55660
"13365","PSKH1",5681
"13366","CKLF",51192
"13367","GPKOW",27238
"13368","RNF141",50862
"13369","SENP3",26168
"13370","SIK3",23387
"13371","SUSD5",26032
"13372","RPL7",6129
"13373","SMC6",79677
"13374","ZNF185",7739
"13375","PNPLA6",10908
"13376","LINC01089",338799
"13377","GSTM5",2949
"13378","FLT4",2324
"13379","PLCH1",23007
"13380","CENPU",79682
"13381","ITGB4",3691
"13382","PAIP2B",400961
"13383","SLC30A5",64924
"13384","FSCN1",6624
"13385","ADH7",131
"13386","CEP19",84984
"13387","GFPT1",2673
"13388","ARL4D",379
"13389","AK7",122481
"13390","TLE3",7090
"13391","TMEM165",55858
"13392","STX18",53407
"13393","RAG2",5897
"13394","SLC12A3",6559
"13395","KCNC1",3746
"13396","KRTAP10-12",386685
"13397","CPD",1362
"13398","GJB3",2707
"13399","MSH3",4437
"13400","CYP3A5",1577
"13401","PRDX4",10549
"13402","SDCCAG3",10807
"13403","ZNF254",9534
"13404","NRROS",375387
"13405","CADPS",8618
"13406","C8orf4",56892
"13407","SLC26A8",116369
"13408","DEFB114",245928
"13409","TIE1",7075
"13410","KIAA1033",23325
"13411","ICOS",29851
"13412","RAB10",10890
"13413","EP400",57634
"13414","SFXN2",118980
"13415","TSGA13",114960
"13416","USP31",57478
"13417","TMEM40",55287
"13418","EXOSC6",118460
"13419","HADHA",3030
"13420","FJX1",24147
"13421","LINC00626",79100
"13422","C1orf112",55732
"13423","DACT3",147906
"13424","GALNT2",2590
"13425","OTULIN",90268
"13426","LY6K",54742
"13427","CHRNA1",1134
"13428","RHNO1",83695
"13429","NDUFA2",4695
"13430","COL11A1",1301
"13431","ASIC1",41
"13432","MTHFR",4524
"13433","DKKL1",27120
"13434","ZBTB7A",51341
"13435","GTF2H3",2967
"13436","NSMCE3",56160
"13437","UPRT",139596
"13438","HHATL",57467
"13439","TSPAN6",7105
"13440","NUP98",4928
"13441","SYT12",91683
"13442","FAM134C",162427
"13443","PRSS1",5644
"13444","RSPO2",340419
"13445","KCNIP2",30819
"13446","TTC8",123016
"13447","DIMT1",27292
"13448","OR2T6",254879
"13449","PHF6",84295
"13450","GATAD2A",54815
"13451","CCDC173",129881
"13452","SPATS2L",26010
"13453","RHOG",391
"13454","TSC22D4",81628
"13455","LLPH",84298
"13456","IGF2BP3",10643
"13457","ZMYM2",7750
"13458","COL8A1",1295
"13459","RGAG1",57529
"13460","ARX",170302
"13461","MMRN1",22915
"13462","RAB2A",5862
"13463","ZNF70",7621
"13464","NUF2",83540
"13465","IL12RB1",3594
"13466","LINC01547",84536
"13467","OR10J3",441911
"13468","SOWAHC",65124
"13469","TMEM202",338949
"13470","C10orf67",256815
"13471","CDH1",999
"13472","SV2C",22987
"13473","RPS28",6234
"13474","CPSF4L",642843
"13475","OR5M10",390167
"13476","NVL",4931
"13477","MAGOH",4116
"13478","PCOLCE",5118
"13479","OTUD4",54726
"13480","HEXA",3073
"13481","BHLHB9",80823
"13482","B3GAT2",135152
"13483","ETV7",51513
"13484","ASCC2",84164
"13485","USP7",7874
"13486","ABHD15",116236
"13487","FOXP2",93986
"13488","LGALS3",3958
"13489","PCDH18",54510
"13490","HSFX2",100130086
"13491","HIST1H1E",3008
"13492","PABPC1L2B",645974
"13493","ZBTB7C",201501
"13494","CAV3",859
"13495","CAPZA3",93661
"13496","EFHC2",80258
"13497","KIAA1614",57710
"13498","USP6NL",9712
"13499","NR5A2",2494
"13500","NR2F2",7026
"13501","CDC42SE2",56990
"13502","OR5M1",390168
"13503","PAPLN",89932
"13504","NIF3L1",60491
"13505","FILIP1",27145
"13506","TSSC4",10078
"13507","PABPC1L2A",340529
"13508","ARL6",84100
"13509","ANKS6",203286
"13510","PPP1R3D",5509
"13511","TMEM63B",55362
"13512","C11orf74",119710
"13513","THAP6",152815
"13514","TMTC2",160335
"13515","",100128554
"13516","SNX32",254122
"13517","TAS2R60",338398
"13518","ADGRF3",165082
"13519","CCNYL1",151195
"13520","CCL5",6352
"13521","SYS1",90196
"13522","LMOD3",56203
"13523","SLC51B",123264
"13524","ATP6V0D1",9114
"13525","DNLZ",728489
"13526","TIMM13",26517
"13527","RNASEL",6041
"13528","GNMT",27232
"13529","TBC1D4",9882
"13530","PI4KB",5298
"13531","IFFO2",126917
"13532","OR5K2",402135
"13533","PANX3",116337
"13534","SNPH",9751
"13535","OR13F1",138805
"13536","AVPR2",554
"13537","MLH3",27030
"13538","B3GLCT",145173
"13539","SNRK",54861
"13540","SYNE4",163183
"13541","NPIPB4",23117
"13542","SLC6A4",6532
"13543","IL1A",3552
"13544","NBR1",4077
"13545","BACE2",25825
"13546","RPL39L",116832
"13547","SMIM13",221710
"13548","CYB561D1",284613
"13549","ST8SIA1",6489
"13550","P2RY8",286530
"13551","MTIF2",4528
"13552","RUNDC1",146923
"13553","TEKT3",64518
"13554","FAM214A",56204
"13555","MAP3K7",6885
"13556","MRPL3",11222
"13557","PTHLH",5744
"13558","PTK6",5753
"13559","ESCO1",114799
"13560","NEDD9",4739
"13561","LMNB2",84823
"13562","SSFA2",6744
"13563","DMWD",1762
"13564","NKX3-2",579
"13565","NPPC",4880
"13566","COQ5",84274
"13567","RGS9",8787
"13568","ATP13A2",23400
"13569","SETDB2",83852
"13570","GOT1",2805
"13571","NRDE2",55051
"13572","STAC",6769
"13573","CYP3A7",1551
"13574","C19orf24",55009
"13575","SERAC1",84947
"13576","ARF5",381
"13577","ZKSCAN4",387032
"13578","ZSCAN12",9753
"13579","DDX60",55601
"13580","CEP57",9702
"13581","TTC21A",199223
"13582","PFDN2",5202
"13583","HIST1H2BL",8340
"13584","MAGED4",728239
"13585","BPIFA3",128861
"13586","CD86",942
"13587","MLLT6",4302
"13588","SLC9A4",389015
"13589","MED6",10001
"13590","SOS1",6654
"13591","PKD1L2",114780
"13592","ARHGAP23",57636
"13593","DCBLD1",285761
"13594","ZFP41",286128
"13595","ENTPD3",956
"13596","GHRHR",2692
"13597","WIPF3",644150
"13598","MYBPH",4608
"13599","LENEP",55891
"13600","DVL2",1856
"13601","FBXO48",554251
"13602","SLC29A3",55315
"13603","PACS2",23241
"13604","OR4K1",79544
"13605","EFCAB8",388795
"13606","SIAH3",283514
"13607","SNRNP35",11066
